Domain Code,Domain,Area Code (FAO),Area,Element Code,Element,Item Code (FAO),Item,Year Code,Year,Unit,Value,Flag,Flag Description
"QCL","Crops and livestock products","2","Afghanistan","5320","Producing Animals/Slaughtered","979","Fat, sheep","2016","2016","Head","6741878","Im","FAO data based on imputation methodology"
"QCL","Crops and livestock products","2","Afghanistan","5320","Producing Animals/Slaughtered","979","Fat, sheep","2017","2017","Head","7047578","Im","FAO data based on imputation methodology"
"QCL","Crops and livestock products","2","Afghanistan","5320","Producing Animals/Slaughtered","979","Fat, sheep","2018","2018","Head","7103377","Im","FAO data based on imputation methodology"
"QCL","Crops and livestock products","2","Afghanistan","5320","Producing Animals/Slaughtered","979","Fat, sheep","2019","2019","Head","5396671","Im","FAO data based on imputation methodology"
"QCL","Crops and livestock products","2","Afghanistan","5320","Producing Animals/Slaughtered","919","Hides, cattle, fresh","2015","2015","Head","619065","Im","FAO data based on imputation methodology"
"QCL","Crops and livestock products","2","Afghanistan","5320","Producing Animals/Slaughtered","919","Hides, cattle, fresh","2016","2016","Head","589150","Im","FAO data based on imputation methodology"
"QCL","Crops and livestock products","2","Afghanistan","5320","Producing Animals/Slaughtered","919","Hides, cattle, fresh","2017","2017","Head","529014","Im","FAO data based on imputation methodology"
"QCL","Crops and livestock products","2","Afghanistan","5320","Producing Animals/Slaughtered","919","Hides, cattle, fresh","2018","2018","Head","510637","Im","FAO data based on imputation methodology"
"QCL","Crops and livestock products","2","Afghanistan","5320","Producing Animals/Slaughtered","919","Hides, cattle, fresh","2019","2019","Head","529954","Im","FAO data based on imputation methodology"
"QCL","Crops and livestock products","2","Afghanistan","5320","Producing Animals/Slaughtered","1127","Meat, camel","2015","2015","Head","19986","Im","FAO data based on imputation methodology"
"QCL","Crops and livestock products","2","Afghanistan","5320","Producing Animals/Slaughtered","1127","Meat, camel","2016","2016","Head","19966","Im","FAO data based on imputation methodology"
"QCL","Crops and livestock products","2","Afghanistan","5320","Producing Animals/Slaughtered","1127","Meat, camel","2017","2017","Head","20283","Im","FAO data based on imputation methodology"
"QCL","Crops and livestock products","2","Afghanistan","5320","Producing Animals/Slaughtered","1127","Meat, camel","2018","2018","Head","20462","Im","FAO data based on imputation methodology"
"QCL","Crops and livestock products","2","Afghanistan","5320","Producing Animals/Slaughtered","1127","Meat, camel","2019","2019","Head","20370","Im","FAO data based on imputation methodology"
"QCL","Crops and livestock products","2","Afghanistan","5320","Producing Animals/Slaughtered","867","Meat, cattle","2015","2015","Head","619065","Im","FAO data based on imputation methodology"
"QCL","Crops and livestock products","2","Afghanistan","5320","Producing Animals/Slaughtered","867","Meat, cattle","2016","2016","Head","589150","Im","FAO data based on imputation methodology"
