Domain Code,Domain,Area Code,Area,Element Code,Element,Item Code,Item,Year Code,Year,Unit,Value,Flag,Flag Description,Note
MK,Macro Indicators,106,Italy,6119,Value US$,22014,Gross Domestic Product per capita,2016,2016,,31559.51271,Fc,Calculated data,
MK,Macro Indicators,109,Jamaica,6110,Value US$,22008,Gross Domestic Product,2016,2016,millions,14075.89836,X,International reliable sources,Data from UNSD AMA
MK,Macro Indicators,109,Jamaica,6119,Value US$,22014,Gross Domestic Product per capita,2016,2016,,4885.166305,Fc,Calculated data,
MK,Macro Indicators,110,Japan,6110,Value US$,22008,Gross Domestic Product,2016,2016,millions,4926667.087,X,International reliable sources,Data from UNSD AMA
MK,Macro Indicators,110,Japan,6119,Value US$,22014,Gross Domestic Product per capita,2016,2016,,38565.35761,Fc,Calculated data,
MK,Macro Indicators,112,Jordan,6110,Value US$,22008,Gross Domestic Product,2016,2016,millions,39196.67867,X,International reliable sources,Data from UNSD AMA
MK,Macro Indicators,112,Jordan,6119,Value US$,22014,Gross Domestic Product per capita,2016,2016,,4145.251631,Fc,Calculated data,
MK,Macro Indicators,108,Kazakhstan,6110,Value US$,22008,Gross Domestic Product,2016,2016,millions,137278.3201,X,International reliable sources,Data from UNSD AMA
MK,Macro Indicators,108,Kazakhstan,6119,Value US$,22014,Gross Domestic Product per capita,2016,2016,,7631.773119,Fc,Calculated data,
MK,Macro Indicators,114,Kenya,6110,Value US$,22008,Gross Domestic Product,2016,2016,millions,69188.7763,X,International reliable sources,Data from UNSD AMA
MK,Macro Indicators,114,Kenya,6119,Value US$,22014,Gross Domestic Product per capita,2016,2016,,1427.704067,Fc,Calculated data,
MK,Macro Indicators,83,Kiribati,6110,Value US$,22008,Gross Domestic Product,2016,2016,millions,181.549598,X,International reliable sources,Data from UNSD AMA
MK,Macro Indicators,83,Kiribati,6119,Value US$,22014,Gross Domestic Product per capita,2016,2016,,1587.041377,Fc,Calculated data,
MK,Macro Indicators,118,Kuwait,6110,Value US$,22008,Gross Domestic Product,2016,2016,millions,109406.4737,X,International reliable sources,Data from UNSD AMA
MK,Macro Indicators,118,Kuwait,6119,Value US$,22014,Gross Domestic Product per capita,2016,2016,,26996.71954,Fc,Calculated data,
MK,Macro Indicators,113,Kyrgyzstan,6110,Value US$,22008,Gross Domestic Product,2016,2016,millions,6813.095396,X,International reliable sources,Data from UNSD AMA
MK,Macro Indicators,113,Kyrgyzstan,6119,Value US$,22014,Gross Domestic Product per capita,2016,2016,,1143.955623,Fc,Calculated data,
MK,Macro Indicators,120,Lao People's Democratic Republic,6110,Value US$,22008,Gross Domestic Product,2016,2016,millions,15805.69248,X,International reliable sources,Data from UNSD AMA
MK,Macro Indicators,120,Lao People's Democratic Republic,6119,Value US$,22014,Gross Domestic Product per capita,2016,2016,,2338.689986,Fc,Calculated data,
MK,Macro Indicators,119,Latvia,6110,Value US$,22008,Gross Domestic Product,2016,2016,millions,27734.14022,X,International reliable sources,Data from UNSD AMA
MK,Macro Indicators,119,Latvia,6119,Value US$,22014,Gross Domestic Product per capita,2016,2016,,14074.45724,Fc,Calculated data,
MK,Macro Indicators,121,Lebanon,6110,Value US$,22008,Gross Domestic Product,2016,2016,millions,51239.05003,X,International reliable sources,Data from UNSD AMA
MK,Macro Indicators,121,Lebanon,6119,Value US$,22014,Gross Domestic Product per capita,2016,2016,,8530.361597,Fc,Calculated data,
MK,Macro Indicators,122,Lesotho,6110,Value US$,22008,Gross Domestic Product,2016,2016,millions,2304.601354,X,International reliable sources,Data from UNSD AMA
MK,Macro Indicators,122,Lesotho,6119,Value US$,22014,Gross Domestic Product per capita,2016,2016,,1045.729827,Fc,Calculated data,
MK,Macro Indicators,123,Liberia,6110,Value US$,22008,Gross Domestic Product,2016,2016,millions,2140.387016,X,International reliable sources,Data from UNSD AMA
MK,Macro Indicators,123,Liberia,6119,Value US$,22014,Gross Domestic Product per capita,2016,2016,,463.907483,Fc,Calculated data,
MK,Macro Indicators,124,Libya,6110,Value US$,22008,Gross Domestic Product,2016,2016,millions,15319.67767,X,International reliable sources,Data from UNSD AMA
MK,Macro Indicators,124,Libya,6119,Value US$,22014,Gross Domestic Product per capita,2016,2016,,2434.301889,Fc,Calculated data,
MK,Macro Indicators,125,Liechtenstein,6110,Value US$,22008,Gross Domestic Product,2016,2016,millions,6237.299538,X,International reliable sources,Data from UNSD AMA
MK,Macro Indicators,125,Liechtenstein,6119,Value US$,22014,Gross Domestic Product per capita,2016,2016,,165594.954,Fc,Calculated data,
MK,Macro Indicators,126,Lithuania,6110,Value US$,22008,Gross Domestic Product,2016,2016,millions,43021.97249,X,International reliable sources,Data from UNSD AMA
MK,Macro Indicators,126,Lithuania,6119,Value US$,22014,Gross Domestic Product per capita,2016,2016,,14793.08425,Fc,Calculated data,
MK,Macro Indicators,256,Luxembourg,6110,Value US$,22008,Gross Domestic Product,2016,2016,millions,60691.48344,X,International reliable sources,Data from UNSD AMA
MK,Macro Indicators,256,Luxembourg,6119,Value US$,22014,Gross Domestic Product per capita,2016,2016,,105413.4602,Fc,Calculated data,
MK,Macro Indicators,129,Madagascar,6110,Value US$,22008,Gross Domestic Product,2016,2016,millions,11848.61386,X,International reliable sources,Data from UNSD AMA
MK,Macro Indicators,129,Madagascar,6119,Value US$,22014,Gross Domestic Product per capita,2016,2016,,475.952101,Fc,Calculated data,
MK,Macro Indicators,130,Malawi,6110,Value US$,22008,Gross Domestic Product,2016,2016,millions,5309.944189,X,International reliable sources,Data from UNSD AMA
MK,Macro Indicators,130,Malawi,6119,Value US$,22014,Gross Domestic Product per capita,2016,2016,,293.503699,Fc,Calculated data,
MK,Macro Indicators,131,Malaysia,6110,Value US$,22008,Gross Domestic Product,2016,2016,millions,301255.4059,X,International reliable sources,Data from UNSD AMA
MK,Macro Indicators,131,Malaysia,6119,Value US$,22014,Gross Domestic Product per capita,2016,2016,,9659.564758,Fc,Calculated data,
MK,Macro Indicators,132,Maldives,6110,Value US$,22008,Gross Domestic Product,2016,2016,millions,4379.134275,X,International reliable sources,Data from UNSD AMA
MK,Macro Indicators,132,Maldives,6119,Value US$,22014,Gross Domestic Product per capita,2016,2016,,10237.45845,Fc,Calculated data,
MK,Macro Indicators,133,Mali,6110,Value US$,22008,Gross Domestic Product,2016,2016,millions,14042.78581,X,International reliable sources,Data from UNSD AMA
MK,Macro Indicators,133,Mali,6119,Value US$,22014,Gross Domestic Product per capita,2016,2016,,780.378606,Fc,Calculated data,
MK,Macro Indicators,134,Malta,6110,Value US$,22008,Gross Domestic Product,2016,2016,millions,11442.14387,X,International reliable sources,Data from UNSD AMA
MK,Macro Indicators,134,Malta,6119,Value US$,22014,Gross Domestic Product per capita,2016,2016,,26649.17686,Fc,Calculated data,
MK,Macro Indicators,127,Marshall Islands,6110,Value US$,22008,Gross Domestic Product,2016,2016,millions,197.816344,X,International reliable sources,Data from UNSD AMA
MK,Macro Indicators,127,Marshall Islands,6119,Value US$,22014,Gross Domestic Product per capita,2016,2016,,3727.741756,Fc,Calculated data,
MK,Macro Indicators,136,Mauritania,6110,Value US$,22008,Gross Domestic Product,2016,2016,millions,6566.13369,X,International reliable sources,Data from UNSD AMA
MK,Macro Indicators,136,Mauritania,6119,Value US$,22014,Gross Domestic Product per capita,2016,2016,,1526.64641,Fc,Calculated data,
MK,Macro Indicators,137,Mauritius,6110,Value US$,22008,Gross Domestic Product,2016,2016,millions,12232.46939,X,International reliable sources,Data from UNSD AMA
MK,Macro Indicators,137,Mauritius,6119,Value US$,22014,Gross Domestic Product per capita,2016,2016,,9691.909714,Fc,Calculated data,
MK,Macro Indicators,138,Mexico,6110,Value US$,22008,Gross Domestic Product,2016,2016,millions,1077830.351,X,International reliable sources,Data from UNSD AMA
MK,Macro Indicators,138,Mexico,6119,Value US$,22014,Gross Domestic Product per capita,2016,2016,,8450.892079,Fc,Calculated data,
MK,Macro Indicators,145,Micronesia (Federated States of),6110,Value US$,22008,Gross Domestic Product,2016,2016,millions,331.4,X,International reliable sources,Data from UNSD AMA
MK,Macro Indicators,145,Micronesia (Federated States of),6119,Value US$,22014,Gross Domestic Product per capita,2016,2016,,3158.085327,Fc,Calculated data,
MK,Macro Indicators,140,Monaco,6110,Value US$,22008,Gross Domestic Product,2016,2016,millions,6467.950642,X,International reliable sources,Data from UNSD AMA
MK,Macro Indicators,140,Monaco,6119,Value US$,22014,Gross Domestic Product per capita,2016,2016,,168003.0817,Fc,Calculated data,
MK,Macro Indicators,141,Mongolia,6110,Value US$,22008,Gross Domestic Product,2016,2016,millions,11186.75055,X,International reliable sources,Data from UNSD AMA
MK,Macro Indicators,141,Mongolia,6119,Value US$,22014,Gross Domestic Product per capita,2016,2016,,3695.170093,Fc,Calculated data,
MK,Macro Indicators,273,Montenegro,6110,Value US$,22008,Gross Domestic Product,2016,2016,millions,4373.94508,X,International reliable sources,Data from UNSD AMA
MK,Macro Indicators,273,Montenegro,6119,Value US$,22014,Gross Domestic Product per capita,2016,2016,,6958.06667,Fc,Calculated data,
MK,Macro Indicators,142,Montserrat,6110,Value US$,22008,Gross Domestic Product,2016,2016,millions,62.837037,X,International reliable sources,Data from UNSD AMA
MK,Macro Indicators,142,Montserrat,6119,Value US$,22014,Gross Domestic Product per capita,2016,2016,,12196.62986,Fc,Calculated data,
MK,Macro Indicators,143,Morocco,6110,Value US$,22008,Gross Domestic Product,2016,2016,millions,103311.9017,X,International reliable sources,Data from UNSD AMA
MK,Macro Indicators,143,Morocco,6119,Value US$,22014,Gross Domestic Product per capita,2016,2016,,2928.608681,Fc,Calculated data,
MK,Macro Indicators,144,Mozambique,6110,Value US$,22008,Gross Domestic Product,2016,2016,millions,11936.99339,X,International reliable sources,Data from UNSD AMA
MK,Macro Indicators,144,Mozambique,6119,Value US$,22014,Gross Domestic Product per capita,2016,2016,,414.055163,Fc,Calculated data,
MK,Macro Indicators,28,Myanmar,6110,Value US$,22008,Gross Domestic Product,2016,2016,millions,64589.8983,X,International reliable sources,Data from UNSD AMA
MK,Macro Indicators,28,Myanmar,6119,Value US$,22014,Gross Domestic Product per capita,2016,2016,,1221.322227,Fc,Calculated data,
MK,Macro Indicators,147,Namibia,6110,Value US$,22008,Gross Domestic Product,2016,2016,millions,11286.16466,X,International reliable sources,Data from UNSD AMA
MK,Macro Indicators,147,Namibia,6119,Value US$,22014,Gross Domestic Product per capita,2016,2016,,4551.39956,Fc,Calculated data,
MK,Macro Indicators,148,Nauru,6110,Value US$,22008,Gross Domestic Product,2016,2016,millions,120.488597,X,International reliable sources,Data from UNSD AMA
MK,Macro Indicators,148,Nauru,6119,Value US$,22014,Gross Domestic Product per capita,2016,2016,,10618.54211,Fc,Calculated data,
MK,Macro Indicators,149,Nepal,6110,Value US$,22008,Gross Domestic Product,2016,2016,millions,20982.33329,X,International reliable sources,Data from UNSD AMA
MK,Macro Indicators,149,Nepal,6119,Value US$,22014,Gross Domestic Product per capita,2016,2016,,723.958841,Fc,Calculated data,
MK,Macro Indicators,150,Netherlands,6110,Value US$,22008,Gross Domestic Product,2016,2016,millions,783528.1817,X,International reliable sources,Data from UNSD AMA
MK,Macro Indicators,150,Netherlands,6119,Value US$,22014,Gross Domestic Product per capita,2016,2016,,46124.26919,Fc,Calculated data,
MK,Macro Indicators,153,New Caledonia,6110,Value US$,22008,Gross Domestic Product,2016,2016,millions,9001.879602,X,International reliable sources,Data from UNSD AMA
MK,Macro Indicators,153,New Caledonia,6119,Value US$,22014,Gross Domestic Product per capita,2016,2016,,33012.97727,Fc,Calculated data,
MK,Macro Indicators,156,New Zealand,6110,Value US$,22008,Gross Domestic Product,2016,2016,millions,188223.6647,X,International reliable sources,Data from UNSD AMA
MK,Macro Indicators,156,New Zealand,6119,Value US$,22014,Gross Domestic Product per capita,2016,2016,,40384.12549,Fc,Calculated data,
MK,Macro Indicators,157,Nicaragua,6110,Value US$,22008,Gross Domestic Product,2016,2016,millions,13286.0932,X,International reliable sources,Data from UNSD AMA
MK,Macro Indicators,157,Nicaragua,6119,Value US$,22014,Gross Domestic Product per capita,2016,2016,,2160.365649,Fc,Calculated data,
MK,Macro Indicators,158,Niger,6110,Value US$,22008,Gross Domestic Product,2016,2016,millions,10287.51305,X,International reliable sources,Data from UNSD AMA
MK,Macro Indicators,158,Niger,6119,Value US$,22014,Gross Domestic Product per capita,2016,2016,,497.630703,Fc,Calculated data,
MK,Macro Indicators,159,Nigeria,6110,Value US$,22008,Gross Domestic Product,2016,2016,millions,404649.1254,X,International reliable sources,Data from UNSD AMA
MK,Macro Indicators,159,Nigeria,6119,Value US$,22014,Gross Domestic Product per capita,2016,2016,,2175.654114,Fc,Calculated data,
MK,Macro Indicators,154,North Macedonia,6110,Value US$,22008,Gross Domestic Product,2016,2016,millions,10672.46461,X,International reliable sources,Data from UNSD AMA
MK,Macro Indicators,154,North Macedonia,6119,Value US$,22014,Gross Domestic Product per capita,2016,2016,,5128.019337,Fc,Calculated data,
MK,Macro Indicators,162,Norway,6110,Value US$,22008,Gross Domestic Product,2016,2016,millions,368819.9295,X,International reliable sources,Data from UNSD AMA
MK,Macro Indicators,162,Norway,6119,Value US$,22014,Gross Domestic Product per capita,2016,2016,,70188.6598,Fc,Calculated data,
MK,Macro Indicators,221,Oman,6110,Value US$,22008,Gross Domestic Product,2016,2016,millions,70598.02628,X,International reliable sources,Data from UNSD AMA
MK,Macro Indicators,221,Oman,6119,Value US$,22014,Gross Domestic Product per capita,2016,2016,,15955.21438,Fc,Calculated data,
MK,Macro Indicators,165,Pakistan,6110,Value US$,22008,Gross Domestic Product,2016,2016,millions,277521.0274,X,International reliable sources,Data from UNSD AMA
MK,Macro Indicators,165,Pakistan,6119,Value US$,22014,Gross Domestic Product per capita,2016,2016,,1436.418398,Fc,Calculated data,
MK,Macro Indicators,180,Palau,6110,Value US$,22008,Gross Domestic Product,2016,2016,millions,300.125594,X,International reliable sources,Data from UNSD AMA
MK,Macro Indicators,180,Palau,6119,Value US$,22014,Gross Domestic Product per capita,2016,2016,,13957.38241,Fc,Calculated data,
MK,Macro Indicators,299,Palestine,6110,Value US$,22008,Gross Domestic Product,2016,2016,millions,15405.4,X,International reliable sources,Data from UNSD AMA
MK,Macro Indicators,299,Palestine,6119,Value US$,22014,Gross Domestic Product per capita,2016,2016,,3215.685374,Fc,Calculated data,
MK,Macro Indicators,166,Panama,6110,Value US$,22008,Gross Domestic Product,2016,2016,millions,57957.59421,X,International reliable sources,Data from UNSD AMA
MK,Macro Indicators,166,Panama,6119,Value US$,22014,Gross Domestic Product per capita,2016,2016,,14366.85289,Fc,Calculated data,
MK,Macro Indicators,168,Papua New Guinea,6110,Value US$,22008,Gross Domestic Product,2016,2016,millions,21480.16936,X,International reliable sources,Data from UNSD AMA
MK,Macro Indicators,168,Papua New Guinea,6119,Value US$,22014,Gross Domestic Product per capita,2016,2016,,2656.795704,Fc,Calculated data,
MK,Macro Indicators,169,Paraguay,6110,Value US$,22008,Gross Domestic Product,2016,2016,millions,36054.43079,X,International reliable sources,Data from UNSD AMA
MK,Macro Indicators,169,Paraguay,6119,Value US$,22014,Gross Domestic Product per capita,2016,2016,,5361.008119,Fc,Calculated data,
MK,Macro Indicators,170,Peru,6110,Value US$,22008,Gross Domestic Product,2016,2016,millions,191909.6832,X,International reliable sources,Data from UNSD AMA
MK,Macro Indicators,170,Peru,6119,Value US$,22014,Gross Domestic Product per capita,2016,2016,,6039.864531,Fc,Calculated data,
MK,Macro Indicators,171,Philippines,6110,Value US$,22008,Gross Domestic Product,2016,2016,millions,304897.8222,X,International reliable sources,Data from UNSD AMA
MK,Macro Indicators,171,Philippines,6119,Value US$,22014,Gross Domestic Product per capita,2016,2016,,2950.99852,Fc,Calculated data,
MK,Macro Indicators,173,Poland,6110,Value US$,22008,Gross Domestic Product,2016,2016,millions,472039.1263,X,International reliable sources,Data from UNSD AMA
MK,Macro Indicators,173,Poland,6119,Value US$,22014,Gross Domestic Product per capita,2016,2016,,12349.15402,Fc,Calculated data,
MK,Macro Indicators,174,Portugal,6110,Value US$,22008,Gross Domestic Product,2016,2016,millions,206286.0228,X,International reliable sources,Data from UNSD AMA
MK,Macro Indicators,174,Portugal,6119,Value US$,22014,Gross Domestic Product per capita,2016,2016,,19889.45638,Fc,Calculated data,
MK,Macro Indicators,177,Puerto Rico,6110,Value US$,22008,Gross Domestic Product,2016,2016,millions,104336.7,X,International reliable sources,Data from UNSD AMA
MK,Macro Indicators,177,Puerto Rico,6119,Value US$,22014,Gross Domestic Product per capita,2016,2016,,28445.87221,Fc,Calculated data,
MK,Macro Indicators,179,Qatar,6110,Value US$,22008,Gross Domestic Product,2016,2016,millions,151732.1819,X,International reliable sources,Data from UNSD AMA
MK,Macro Indicators,179,Qatar,6119,Value US$,22014,Gross Domestic Product per capita,2016,2016,,59044.26246,Fc,Calculated data,
MK,Macro Indicators,117,Republic of Korea,6110,Value US$,22008,Gross Domestic Product,2016,2016,millions,1500111.551,X,International reliable sources,Data from UNSD AMA
MK,Macro Indicators,117,Republic of Korea,6119,Value US$,22014,Gross Domestic Product per capita,2016,2016,,29534.45313,Fc,Calculated data,
MK,Macro Indicators,146,Republic of Moldova,6110,Value US$,22008,Gross Domestic Product,2016,2016,millions,8071.469355,X,International reliable sources,Data from UNSD AMA
MK,Macro Indicators,146,Republic of Moldova,6119,Value US$,22014,Gross Domestic Product per capita,2016,2016,,1988.238607,Fc,Calculated data,
MK,Macro Indicators,183,Romania,6110,Value US$,22008,Gross Domestic Product,2016,2016,millions,188494.9107,X,International reliable sources,Data from UNSD AMA
MK,Macro Indicators,183,Romania,6119,Value US$,22014,Gross Domestic Product per capita,2016,2016,,9530.494473,Fc,Calculated data,
MK,Macro Indicators,185,Russian Federation,6110,Value US$,22008,Gross Domestic Product,2016,2016,millions,1285014.138,X,International reliable sources,Data from UNSD AMA
MK,Macro Indicators,185,Russian Federation,6119,Value US$,22014,Gross Domestic Product per capita,2016,2016,,8925.908967,Fc,Calculated data,
MK,Macro Indicators,184,Rwanda,6110,Value US$,22008,Gross Domestic Product,2016,2016,millions,8475.05507,X,International reliable sources,Data from UNSD AMA
MK,Macro Indicators,184,Rwanda,6119,Value US$,22014,Gross Domestic Product per capita,2016,2016,,711.143225,Fc,Calculated data,
MK,Macro Indicators,188,Saint Kitts and Nevis,6110,Value US$,22008,Gross Domestic Product,2016,2016,millions,971.166667,X,International reliable sources,Data from UNSD AMA
MK,Macro Indicators,188,Saint Kitts and Nevis,6119,Value US$,22014,Gross Domestic Product per capita,2016,2016,,17715.23078,Fc,Calculated data,
MK,Macro Indicators,189,Saint Lucia,6110,Value US$,22008,Gross Domestic Product,2016,2016,millions,1701.596827,X,International reliable sources,Data from UNSD AMA
MK,Macro Indicators,189,Saint Lucia,6119,Value US$,22014,Gross Domestic Product per capita,2016,2016,,9558.727223,Fc,Calculated data,
MK,Macro Indicators,191,Saint Vincent and the Grenadines,6110,Value US$,22008,Gross Domestic Product,2016,2016,millions,774.42963,X,International reliable sources,Data from UNSD AMA
MK,Macro Indicators,191,Saint Vincent and the Grenadines,6119,Value US$,22014,Gross Domestic Product per capita,2016,2016,,7063.192631,Fc,Calculated data,
MK,Macro Indicators,244,Samoa,6110,Value US$,22008,Gross Domestic Product,2016,2016,millions,821.637502,X,International reliable sources,Data from UNSD AMA
MK,Macro Indicators,244,Samoa,6119,Value US$,22014,Gross Domestic Product per capita,2016,2016,,4210.826406,Fc,Calculated data,
MK,Macro Indicators,192,San Marino,6110,Value US$,22008,Gross Domestic Product,2016,2016,millions,1467.345667,X,International reliable sources,Data from UNSD AMA
MK,Macro Indicators,192,San Marino,6119,Value US$,22014,Gross Domestic Product per capita,2016,2016,,44193.16529,Fc,Calculated data,
MK,Macro Indicators,193,Sao Tome and Principe,6110,Value US$,22008,Gross Domestic Product,2016,2016,millions,337.56488,X,International reliable sources,Data from UNSD AMA
MK,Macro Indicators,193,Sao Tome and Principe,6119,Value US$,22014,Gross Domestic Product per capita,2016,2016,,1688.584261,Fc,Calculated data,
MK,Macro Indicators,194,Saudi Arabia,6110,Value US$,22008,Gross Domestic Product,2016,2016,millions,644935.5414,X,International reliable sources,Data from UNSD AMA
MK,Macro Indicators,194,Saudi Arabia,6119,Value US$,22014,Gross Domestic Product per capita,2016,2016,,19982.08563,Fc,Calculated data,
MK,Macro Indicators,195,Senegal,6110,Value US$,22008,Gross Domestic Product,2016,2016,millions,19040.31233,X,International reliable sources,Data from UNSD AMA
MK,Macro Indicators,195,Senegal,6119,Value US$,22014,Gross Domestic Product per capita,2016,2016,,1235.452194,Fc,Calculated data,
MK,Macro Indicators,272,Serbia,6110,Value US$,22008,Gross Domestic Product,2016,2016,millions,40630.41028,X,International reliable sources,Data from UNSD AMA
MK,Macro Indicators,272,Serbia,6119,Value US$,22014,Gross Domestic Product per capita,2016,2016,,5756.38378,Fc,Calculated data,
MK,Macro Indicators,196,Seychelles,6110,Value US$,22008,Gross Domestic Product,2016,2016,millions,1427.576366,X,International reliable sources,Data from UNSD AMA
MK,Macro Indicators,196,Seychelles,6119,Value US$,22014,Gross Domestic Product per capita,2016,2016,,15150.23524,Fc,Calculated data,
MK,Macro Indicators,197,Sierra Leone,6110,Value US$,22008,Gross Domestic Product,2016,2016,millions,3862.721393,X,International reliable sources,Data from UNSD AMA
MK,Macro Indicators,197,Sierra Leone,6119,Value US$,22014,Gross Domestic Product per capita,2016,2016,,522.25827,Fc,Calculated data,
MK,Macro Indicators,200,Singapore,6110,Value US$,22008,Gross Domestic Product,2016,2016,millions,316557.6715,X,International reliable sources,Data from UNSD AMA
MK,Macro Indicators,200,Singapore,6119,Value US$,22014,Gross Domestic Product per capita,2016,2016,,56302.39309,Fc,Calculated data,
MK,Macro Indicators,280,Sint Maarten (Dutch part),6110,Value US$,22008,Gross Domestic Product,2016,2016,millions,1072.067039,X,International reliable sources,Data from UNSD AMA
MK,Macro Indicators,280,Sint Maarten (Dutch part),6119,Value US$,22014,Gross Domestic Product per capita,2016,2016,,27115.53833,Fc,Calculated data,
MK,Macro Indicators,199,Slovakia,6110,Value US$,22008,Gross Domestic Product,2016,2016,millions,89640.74127,X,International reliable sources,Data from UNSD AMA
MK,Macro Indicators,199,Slovakia,6119,Value US$,22014,Gross Domestic Product per capita,2016,2016,,16465.31077,Fc,Calculated data,
MK,Macro Indicators,198,Slovenia,6110,Value US$,22008,Gross Domestic Product,2016,2016,millions,44651.53726,X,International reliable sources,Data from UNSD AMA
MK,Macro Indicators,198,Slovenia,6119,Value US$,22014,Gross Domestic Product per capita,2016,2016,,21489.17361,Fc,Calculated data,
MK,Macro Indicators,25,Solomon Islands,6110,Value US$,22008,Gross Domestic Product,2016,2016,millions,1128.689317,X,International reliable sources,Data from UNSD AMA
MK,Macro Indicators,25,Solomon Islands,6119,Value US$,22014,Gross Domestic Product per capita,2016,2016,,1882.972206,Fc,Calculated data,
MK,Macro Indicators,201,Somalia,6110,Value US$,22008,Gross Domestic Product,2016,2016,millions,1439.126592,X,International reliable sources,Data from UNSD AMA
MK,Macro Indicators,201,Somalia,6119,Value US$,22014,Gross Domestic Product per capita,2016,2016,,100.511733,Fc,Calculated data,
MK,Macro Indicators,202,South Africa,6110,Value US$,22008,Gross Domestic Product,2016,2016,millions,296341.0136,X,International reliable sources,Data from UNSD AMA
MK,Macro Indicators,202,South Africa,6119,Value US$,22014,Gross Domestic Product per capita,2016,2016,,5290.342075,Fc,Calculated data,
MK,Macro Indicators,277,South Sudan,6110,Value US$,22008,Gross Domestic Product,2016,2016,millions,6784.649131,X,International reliable sources,Data from UNSD AMA
MK,Macro Indicators,277,South Sudan,6119,Value US$,22014,Gross Domestic Product per capita,2016,2016,,554.72152,Fc,Calculated data,
MK,Macro Indicators,203,Spain,6110,Value US$,22008,Gross Domestic Product,2016,2016,millions,1232076.017,X,International reliable sources,Data from UNSD AMA
MK,Macro Indicators,203,Spain,6119,Value US$,22014,Gross Domestic Product per capita,2016,2016,,26583.3971,Fc,Calculated data,
MK,Macro Indicators,38,Sri Lanka,6110,Value US$,22008,Gross Domestic Product,2016,2016,millions,82401.05507,X,International reliable sources,Data from UNSD AMA
MK,Macro Indicators,38,Sri Lanka,6119,Value US$,22014,Gross Domestic Product per capita,2016,2016,,3961.876422,Fc,Calculated data,
MK,Macro Indicators,276,Sudan,6110,Value US$,22008,Gross Domestic Product,2016,2016,millions,89671.4023,X,International reliable sources,Data from UNSD AMA
MK,Macro Indicators,276,Sudan,6119,Value US$,22014,Gross Domestic Product per capita,2016,2016,,2265.640668,Fc,Calculated data,
MK,Macro Indicators,207,Suriname,6110,Value US$,22008,Gross Domestic Product,2016,2016,millions,3128.996285,X,International reliable sources,Data from UNSD AMA
MK,Macro Indicators,207,Suriname,6119,Value US$,22014,Gross Domestic Product per capita,2016,2016,,5603.824511,Fc,Calculated data,
MK,Macro Indicators,210,Sweden,6110,Value US$,22008,Gross Domestic Product,2016,2016,millions,515744.3702,X,International reliable sources,Data from UNSD AMA
MK,Macro Indicators,210,Sweden,6119,Value US$,22014,Gross Domestic Product per capita,2016,2016,,52426.1896,Fc,Calculated data,
MK,Macro Indicators,211,Switzerland,6110,Value US$,22008,Gross Domestic Product,2016,2016,millions,671309.1974,X,International reliable sources,Data from UNSD AMA
MK,Macro Indicators,211,Switzerland,6119,Value US$,22014,Gross Domestic Product per capita,2016,2016,,79901.22014,Fc,Calculated data,
MK,Macro Indicators,212,Syrian Arab Republic,6110,Value US$,22008,Gross Domestic Product,2016,2016,millions,12377.3585,X,International reliable sources,Data from UNSD AMA
MK,Macro Indicators,212,Syrian Arab Republic,6119,Value US$,22014,Gross Domestic Product per capita,2016,2016,,671.571041,Fc,Calculated data,
MK,Macro Indicators,208,Tajikistan,6110,Value US$,22008,Gross Domestic Product,2016,2016,millions,6952.70031,X,International reliable sources,Data from UNSD AMA
MK,Macro Indicators,208,Tajikistan,6119,Value US$,22014,Gross Domestic Product per capita,2016,2016,,795.963287,Fc,Calculated data,
MK,Macro Indicators,216,Thailand,6110,Value US$,22008,Gross Domestic Product,2016,2016,millions,412352.9842,X,International reliable sources,Data from UNSD AMA
MK,Macro Indicators,216,Thailand,6119,Value US$,22014,Gross Domestic Product per capita,2016,2016,,5987.974767,Fc,Calculated data,
MK,Macro Indicators,176,Timor-Leste,6110,Value US$,22008,Gross Domestic Product,2016,2016,millions,2503.532102,X,International reliable sources,Data from UNSD AMA
MK,Macro Indicators,176,Timor-Leste,6119,Value US$,22014,Gross Domestic Product per capita,2016,2016,,1973.350145,Fc,Calculated data,
MK,Macro Indicators,217,Togo,6110,Value US$,22008,Gross Domestic Product,2016,2016,millions,4486.979084,X,International reliable sources,Data from UNSD AMA
MK,Macro Indicators,217,Togo,6119,Value US$,22014,Gross Domestic Product per capita,2016,2016,,589.897247,Fc,Calculated data,
MK,Macro Indicators,219,Tonga,6110,Value US$,22008,Gross Domestic Product,2016,2016,millions,421.462469,X,International reliable sources,Data from UNSD AMA
MK,Macro Indicators,219,Tonga,6119,Value US$,22014,Gross Domestic Product per capita,2016,2016,,3934.415613,Fc,Calculated data,
MK,Macro Indicators,220,Trinidad and Tobago,6110,Value US$,22008,Gross Domestic Product,2016,2016,millions,22284.89435,X,International reliable sources,Data from UNSD AMA
MK,Macro Indicators,220,Trinidad and Tobago,6119,Value US$,22014,Gross Domestic Product per capita,2016,2016,,16326.38444,Fc,Calculated data,
MK,Macro Indicators,222,Tunisia,6110,Value US$,22008,Gross Domestic Product,2016,2016,millions,41802.05359,X,International reliable sources,Data from UNSD AMA
MK,Macro Indicators,222,Tunisia,6119,Value US$,22014,Gross Domestic Product per capita,2016,2016,,3665.802374,Fc,Calculated data,
