Domain Code,Domain,Area Code,Area,Element Code,Element,Item Code,Item,Year Code,Year,Unit,Value,Flag,Flag Description
FBS,New Food Balances,2,Afghanistan,5611,Import Quantity,2658,"Beverages, Alcoholic",2016,2016,1000 tonnes,0,S,Standardized data
FBS,New Food Balances,2,Afghanistan,5611,Import Quantity,2659,"Alcohol, Non-Food",2016,2016,1000 tonnes,0,S,Standardized data
FBS,New Food Balances,2,Afghanistan,5611,Import Quantity,2731,Bovine Meat,2016,2016,1000 tonnes,6,S,Standardized data
FBS,New Food Balances,2,Afghanistan,5611,Import Quantity,2732,Mutton & Goat Meat,2016,2016,1000 tonnes,0,S,Standardized data
FBS,New Food Balances,2,Afghanistan,5611,Import Quantity,2733,Pigmeat,2016,2016,1000 tonnes,0,S,Standardized data
FBS,New Food Balances,2,Afghanistan,5611,Import Quantity,2734,Poultry Meat,2016,2016,1000 tonnes,37,S,Standardized data
FBS,New Food Balances,2,Afghanistan,5611,Import Quantity,2735,"Meat, Other",2016,2016,1000 tonnes,0,S,Standardized data
FBS,New Food Balances,2,Afghanistan,5611,Import Quantity,2736,"Offals, Edible",2016,2016,1000 tonnes,5,S,Standardized data
FBS,New Food Balances,2,Afghanistan,5611,Import Quantity,2740,"Butter, Ghee",2016,2016,1000 tonnes,0,S,Standardized data
FBS,New Food Balances,2,Afghanistan,5611,Import Quantity,2743,Cream,2016,2016,1000 tonnes,11,S,Standardized data
FBS,New Food Balances,2,Afghanistan,5611,Import Quantity,2737,"Fats, Animals, Raw",2016,2016,1000 tonnes,1,S,Standardized data
FBS,New Food Balances,2,Afghanistan,5611,Import Quantity,2744,Eggs,2016,2016,1000 tonnes,48,S,Standardized data
FBS,New Food Balances,2,Afghanistan,5611,Import Quantity,2848,Milk - Excluding Butter,2016,2016,1000 tonnes,46,S,Standardized data
FBS,New Food Balances,2,Afghanistan,5611,Import Quantity,2761,Freshwater Fish,2016,2016,1000 tonnes,0,S,Standardized data
FBS,New Food Balances,2,Afghanistan,5611,Import Quantity,2680,Infant food,2016,2016,1000 tonnes,2,S,Standardized data
FBS,New Food Balances,2,Afghanistan,5611,Import Quantity,2899,Miscellaneous,2016,2016,1000 tonnes,19,S,Standardized data
FBS,New Food Balances,3,Albania,5611,Import Quantity,2511,Wheat and products,2016,2016,1000 tonnes,310,S,Standardized data
FBS,New Food Balances,3,Albania,5611,Import Quantity,2805,Rice (Milled Equivalent),2016,2016,1000 tonnes,23,S,Standardized data
FBS,New Food Balances,3,Albania,5611,Import Quantity,2513,Barley and products,2016,2016,1000 tonnes,10,S,Standardized data
FBS,New Food Balances,3,Albania,5611,Import Quantity,2514,Maize and products,2016,2016,1000 tonnes,74,S,Standardized data
FBS,New Food Balances,3,Albania,5611,Import Quantity,2515,Rye and products,2016,2016,1000 tonnes,0,S,Standardized data
FBS,New Food Balances,3,Albania,5611,Import Quantity,2516,Oats,2016,2016,1000 tonnes,0,S,Standardized data
FBS,New Food Balances,3,Albania,5611,Import Quantity,2520,"Cereals, Other",2016,2016,1000 tonnes,0,S,Standardized data
FBS,New Food Balances,3,Albania,5611,Import Quantity,2531,Potatoes and products,2016,2016,1000 tonnes,21,S,Standardized data
FBS,New Food Balances,3,Albania,5611,Import Quantity,2542,Sugar (Raw Equivalent),2016,2016,1000 tonnes,61,S,Standardized data
FBS,New Food Balances,3,Albania,5611,Import Quantity,2543,"Sweeteners, Other",2016,2016,1000 tonnes,55,S,Standardized data
FBS,New Food Balances,3,Albania,5611,Import Quantity,2745,Honey,2016,2016,1000 tonnes,0,S,Standardized data
FBS,New Food Balances,3,Albania,5611,Import Quantity,2549,"Pulses, Other and products",2016,2016,1000 tonnes,1,S,Standardized data
FBS,New Food Balances,3,Albania,5611,Import Quantity,2551,Nuts and products,2016,2016,1000 tonnes,1,S,Standardized data
FBS,New Food Balances,3,Albania,5611,Import Quantity,2555,Soyabeans,2016,2016,1000 tonnes,0,S,Standardized data
FBS,New Food Balances,3,Albania,5611,Import Quantity,2556,Groundnuts (Shelled Eq),2016,2016,1000 tonnes,1,S,Standardized data
FBS,New Food Balances,3,Albania,5611,Import Quantity,2557,Sunflower seed,2016,2016,1000 tonnes,0,S,Standardized data
FBS,New Food Balances,3,Albania,5611,Import Quantity,2558,Rape and Mustardseed,2016,2016,1000 tonnes,0,S,Standardized data
FBS,New Food Balances,3,Albania,5611,Import Quantity,2560,Coconuts - Incl Copra,2016,2016,1000 tonnes,0,S,Standardized data
FBS,New Food Balances,3,Albania,5611,Import Quantity,2561,Sesame seed,2016,2016,1000 tonnes,0,S,Standardized data
FBS,New Food Balances,3,Albania,5611,Import Quantity,2563,Olives (including preserved),2016,2016,1000 tonnes,4,S,Standardized data
FBS,New Food Balances,3,Albania,5611,Import Quantity,2570,"Oilcrops, Other",2016,2016,1000 tonnes,0,S,Standardized data
FBS,New Food Balances,3,Albania,5611,Import Quantity,2571,Soyabean Oil,2016,2016,1000 tonnes,1,S,Standardized data
FBS,New Food Balances,3,Albania,5611,Import Quantity,2572,Groundnut Oil,2016,2016,1000 tonnes,0,S,Standardized data
FBS,New Food Balances,3,Albania,5611,Import Quantity,2573,Sunflowerseed Oil,2016,2016,1000 tonnes,19,S,Standardized data
FBS,New Food Balances,3,Albania,5611,Import Quantity,2575,Cottonseed Oil,2016,2016,1000 tonnes,0,S,Standardized data
FBS,New Food Balances,3,Albania,5611,Import Quantity,2576,Palmkernel Oil,2016,2016,1000 tonnes,0,S,Standardized data
FBS,New Food Balances,3,Albania,5611,Import Quantity,2577,Palm Oil,2016,2016,1000 tonnes,3,S,Standardized data
FBS,New Food Balances,3,Albania,5611,Import Quantity,2578,Coconut Oil,2016,2016,1000 tonnes,0,S,Standardized data
FBS,New Food Balances,3,Albania,5611,Import Quantity,2580,Olive Oil,2016,2016,1000 tonnes,2,S,Standardized data
FBS,New Food Balances,3,Albania,5611,Import Quantity,2582,Maize Germ Oil,2016,2016,1000 tonnes,1,S,Standardized data
FBS,New Food Balances,3,Albania,5611,Import Quantity,2586,"Oilcrops Oil, Other",2016,2016,1000 tonnes,3,S,Standardized data
FBS,New Food Balances,3,Albania,5611,Import Quantity,2601,Tomatoes and products,2016,2016,1000 tonnes,8,S,Standardized data
FBS,New Food Balances,3,Albania,5611,Import Quantity,2602,Onions,2016,2016,1000 tonnes,6,S,Standardized data
FBS,New Food Balances,3,Albania,5611,Import Quantity,2605,"Vegetables, Other",2016,2016,1000 tonnes,7,S,Standardized data
FBS,New Food Balances,3,Albania,5611,Import Quantity,2611,"Oranges, Mandarines",2016,2016,1000 tonnes,22,S,Standardized data
FBS,New Food Balances,3,Albania,5611,Import Quantity,2612,"Lemons, Limes and products",2016,2016,1000 tonnes,3,S,Standardized data
FBS,New Food Balances,3,Albania,5611,Import Quantity,2613,Grapefruit and products,2016,2016,1000 tonnes,0,S,Standardized data
FBS,New Food Balances,3,Albania,5611,Import Quantity,2614,"Citrus, Other",2016,2016,1000 tonnes,0,S,Standardized data
FBS,New Food Balances,3,Albania,5611,Import Quantity,2615,Bananas,2016,2016,1000 tonnes,23,S,Standardized data
FBS,New Food Balances,3,Albania,5611,Import Quantity,2617,Apples and products,2016,2016,1000 tonnes,10,S,Standardized data
FBS,New Food Balances,3,Albania,5611,Import Quantity,2618,Pineapples and products,2016,2016,1000 tonnes,0,S,Standardized data
FBS,New Food Balances,3,Albania,5611,Import Quantity,2619,Dates,2016,2016,1000 tonnes,0,S,Standardized data
FBS,New Food Balances,3,Albania,5611,Import Quantity,2620,Grapes and products (excl wine),2016,2016,1000 tonnes,7,S,Standardized data
FBS,New Food Balances,3,Albania,5611,Import Quantity,2625,"Fruits, Other",2016,2016,1000 tonnes,15,S,Standardized data
FBS,New Food Balances,3,Albania,5611,Import Quantity,2630,Coffee and products,2016,2016,1000 tonnes,9,S,Standardized data
FBS,New Food Balances,3,Albania,5611,Import Quantity,2633,Cocoa Beans and products,2016,2016,1000 tonnes,0,S,Standardized data
FBS,New Food Balances,3,Albania,5611,Import Quantity,2635,Tea (including mate),2016,2016,1000 tonnes,0,S,Standardized data
FBS,New Food Balances,3,Albania,5611,Import Quantity,2640,Pepper,2016,2016,1000 tonnes,0,S,Standardized data
FBS,New Food Balances,3,Albania,5611,Import Quantity,2641,Pimento,2016,2016,1000 tonnes,0,S,Standardized data
FBS,New Food Balances,3,Albania,5611,Import Quantity,2645,"Spices, Other",2016,2016,1000 tonnes,0,S,Standardized data
FBS,New Food Balances,3,Albania,5611,Import Quantity,2655,Wine,2016,2016,1000 tonnes,3,S,Standardized data
FBS,New Food Balances,3,Albania,5611,Import Quantity,2656,Beer,2016,2016,1000 tonnes,22,S,Standardized data
FBS,New Food Balances,3,Albania,5611,Import Quantity,2658,"Beverages, Alcoholic",2016,2016,1000 tonnes,1,S,Standardized data
FBS,New Food Balances,3,Albania,5611,Import Quantity,2659,"Alcohol, Non-Food",2016,2016,1000 tonnes,2,S,Standardized data
FBS,New Food Balances,3,Albania,5611,Import Quantity,2731,Bovine Meat,2016,2016,1000 tonnes,1,S,Standardized data
FBS,New Food Balances,3,Albania,5611,Import Quantity,2733,Pigmeat,2016,2016,1000 tonnes,7,S,Standardized data
FBS,New Food Balances,3,Albania,5611,Import Quantity,2734,Poultry Meat,2016,2016,1000 tonnes,23,S,Standardized data
FBS,New Food Balances,3,Albania,5611,Import Quantity,2735,"Meat, Other",2016,2016,1000 tonnes,0,S,Standardized data
FBS,New Food Balances,3,Albania,5611,Import Quantity,2736,"Offals, Edible",2016,2016,1000 tonnes,1,S,Standardized data
FBS,New Food Balances,3,Albania,5611,Import Quantity,2740,"Butter, Ghee",2016,2016,1000 tonnes,0,S,Standardized data
FBS,New Food Balances,3,Albania,5611,Import Quantity,2743,Cream,2016,2016,1000 tonnes,0,S,Standardized data
FBS,New Food Balances,3,Albania,5611,Import Quantity,2737,"Fats, Animals, Raw",2016,2016,1000 tonnes,1,S,Standardized data
FBS,New Food Balances,3,Albania,5611,Import Quantity,2781,"Fish, Body Oil",2016,2016,1000 tonnes,0,S,Standardized data
FBS,New Food Balances,3,Albania,5611,Import Quantity,2782,"Fish, Liver Oil",2016,2016,1000 tonnes,0,S,Standardized data
FBS,New Food Balances,3,Albania,5611,Import Quantity,2744,Eggs,2016,2016,1000 tonnes,0,S,Standardized data
FBS,New Food Balances,3,Albania,5611,Import Quantity,2848,Milk - Excluding Butter,2016,2016,1000 tonnes,26,S,Standardized data
FBS,New Food Balances,3,Albania,5611,Import Quantity,2761,Freshwater Fish,2016,2016,1000 tonnes,0,S,Standardized data
FBS,New Food Balances,3,Albania,5611,Import Quantity,2762,Demersal Fish,2016,2016,1000 tonnes,1,S,Standardized data
FBS,New Food Balances,3,Albania,5611,Import Quantity,2763,Pelagic Fish,2016,2016,1000 tonnes,12,S,Standardized data
FBS,New Food Balances,3,Albania,5611,Import Quantity,2764,"Marine Fish, Other",2016,2016,1000 tonnes,1,S,Standardized data
FBS,New Food Balances,3,Albania,5611,Import Quantity,2765,Crustaceans,2016,2016,1000 tonnes,1,S,Standardized data
FBS,New Food Balances,3,Albania,5611,Import Quantity,2766,Cephalopods,2016,2016,1000 tonnes,2,S,Standardized data
FBS,New Food Balances,3,Albania,5611,Import Quantity,2767,"Molluscs, Other",2016,2016,1000 tonnes,0,S,Standardized data
FBS,New Food Balances,3,Albania,5611,Import Quantity,2769,"Aquatic Animals, Others",2016,2016,1000 tonnes,0,S,Standardized data
FBS,New Food Balances,3,Albania,5611,Import Quantity,2775,Aquatic Plants,2016,2016,1000 tonnes,0,S,Standardized data
FBS,New Food Balances,3,Albania,5611,Import Quantity,2680,Infant food,2016,2016,1000 tonnes,0,S,Standardized data
FBS,New Food Balances,3,Albania,5611,Import Quantity,2899,Miscellaneous,2016,2016,1000 tonnes,10,S,Standardized data
FBS,New Food Balances,4,Algeria,5611,Import Quantity,2511,Wheat and products,2016,2016,1000 tonnes,8255,S,Standardized data
FBS,New Food Balances,4,Algeria,5611,Import Quantity,2805,Rice (Milled Equivalent),2016,2016,1000 tonnes,162,S,Standardized data
FBS,New Food Balances,4,Algeria,5611,Import Quantity,2513,Barley and products,2016,2016,1000 tonnes,916,S,Standardized data
FBS,New Food Balances,4,Algeria,5611,Import Quantity,2514,Maize and products,2016,2016,1000 tonnes,4159,S,Standardized data
FBS,New Food Balances,4,Algeria,5611,Import Quantity,2516,Oats,2016,2016,1000 tonnes,24,S,Standardized data
FBS,New Food Balances,4,Algeria,5611,Import Quantity,2517,Millet and products,2016,2016,1000 tonnes,2,S,Standardized data
FBS,New Food Balances,4,Algeria,5611,Import Quantity,2518,Sorghum and products,2016,2016,1000 tonnes,1,S,Standardized data
FBS,New Food Balances,4,Algeria,5611,Import Quantity,2520,"Cereals, Other",2016,2016,1000 tonnes,5,S,Standardized data
FBS,New Food Balances,4,Algeria,5611,Import Quantity,2532,Cassava and products,2016,2016,1000 tonnes,0,S,Standardized data
FBS,New Food Balances,4,Algeria,5611,Import Quantity,2531,Potatoes and products,2016,2016,1000 tonnes,93,S,Standardized data
FBS,New Food Balances,4,Algeria,5611,Import Quantity,2533,Sweet potatoes,2016,2016,1000 tonnes,0,S,Standardized data
FBS,New Food Balances,4,Algeria,5611,Import Quantity,2534,"Roots, Other",2016,2016,1000 tonnes,0,S,Standardized data
FBS,New Food Balances,4,Algeria,5611,Import Quantity,2542,Sugar (Raw Equivalent),2016,2016,1000 tonnes,2023,S,Standardized data
FBS,New Food Balances,4,Algeria,5611,Import Quantity,2543,"Sweeteners, Other",2016,2016,1000 tonnes,47,S,Standardized data
FBS,New Food Balances,4,Algeria,5611,Import Quantity,2745,Honey,2016,2016,1000 tonnes,1,S,Standardized data
FBS,New Food Balances,4,Algeria,5611,Import Quantity,2546,Beans,2016,2016,1000 tonnes,63,S,Standardized data
FBS,New Food Balances,4,Algeria,5611,Import Quantity,2547,Peas,2016,2016,1000 tonnes,8,S,Standardized data
FBS,New Food Balances,4,Algeria,5611,Import Quantity,2549,"Pulses, Other and products",2016,2016,1000 tonnes,128,S,Standardized data
FBS,New Food Balances,4,Algeria,5611,Import Quantity,2551,Nuts and products,2016,2016,1000 tonnes,20,S,Standardized data
FBS,New Food Balances,4,Algeria,5611,Import Quantity,2555,Soyabeans,2016,2016,1000 tonnes,0,S,Standardized data
FBS,New Food Balances,4,Algeria,5611,Import Quantity,2556,Groundnuts (Shelled Eq),2016,2016,1000 tonnes,92,S,Standardized data
FBS,New Food Balances,4,Algeria,5611,Import Quantity,2557,Sunflower seed,2016,2016,1000 tonnes,10,S,Standardized data
FBS,New Food Balances,4,Algeria,5611,Import Quantity,2558,Rape and Mustardseed,2016,2016,1000 tonnes,2,S,Standardized data
FBS,New Food Balances,4,Algeria,5611,Import Quantity,2559,Cottonseed,2016,2016,1000 tonnes,0,S,Standardized data
FBS,New Food Balances,4,Algeria,5611,Import Quantity,2560,Coconuts - Incl Copra,2016,2016,1000 tonnes,2,S,Standardized data
FBS,New Food Balances,4,Algeria,5611,Import Quantity,2561,Sesame seed,2016,2016,1000 tonnes,8,S,Standardized data
FBS,New Food Balances,4,Algeria,5611,Import Quantity,2563,Olives (including preserved),2016,2016,1000 tonnes,12,S,Standardized data
FBS,New Food Balances,4,Algeria,5611,Import Quantity,2570,"Oilcrops, Other",2016,2016,1000 tonnes,6,S,Standardized data
FBS,New Food Balances,4,Algeria,5611,Import Quantity,2571,Soyabean Oil,2016,2016,1000 tonnes,696,S,Standardized data
FBS,New Food Balances,4,Algeria,5611,Import Quantity,2572,Groundnut Oil,2016,2016,1000 tonnes,0,S,Standardized data
FBS,New Food Balances,4,Algeria,5611,Import Quantity,2573,Sunflowerseed Oil,2016,2016,1000 tonnes,66,S,Standardized data
FBS,New Food Balances,4,Algeria,5611,Import Quantity,2574,Rape and Mustard Oil,2016,2016,1000 tonnes,1,S,Standardized data
FBS,New Food Balances,4,Algeria,5611,Import Quantity,2575,Cottonseed Oil,2016,2016,1000 tonnes,0,S,Standardized data
FBS,New Food Balances,4,Algeria,5611,Import Quantity,2576,Palmkernel Oil,2016,2016,1000 tonnes,1,S,Standardized data
FBS,New Food Balances,4,Algeria,5611,Import Quantity,2577,Palm Oil,2016,2016,1000 tonnes,75,S,Standardized data
FBS,New Food Balances,4,Algeria,5611,Import Quantity,2578,Coconut Oil,2016,2016,1000 tonnes,3,S,Standardized data
FBS,New Food Balances,4,Algeria,5611,Import Quantity,2579,Sesameseed Oil,2016,2016,1000 tonnes,0,S,Standardized data
FBS,New Food Balances,4,Algeria,5611,Import Quantity,2580,Olive Oil,2016,2016,1000 tonnes,0,S,Standardized data
FBS,New Food Balances,4,Algeria,5611,Import Quantity,2582,Maize Germ Oil,2016,2016,1000 tonnes,1,S,Standardized data
FBS,New Food Balances,4,Algeria,5611,Import Quantity,2586,"Oilcrops Oil, Other",2016,2016,1000 tonnes,106,S,Standardized data
FBS,New Food Balances,4,Algeria,5611,Import Quantity,2601,Tomatoes and products,2016,2016,1000 tonnes,169,S,Standardized data
FBS,New Food Balances,4,Algeria,5611,Import Quantity,2605,"Vegetables, Other",2016,2016,1000 tonnes,76,S,Standardized data
FBS,New Food Balances,4,Algeria,5611,Import Quantity,2611,"Oranges, Mandarines",2016,2016,1000 tonnes,21,S,Standardized data
FBS,New Food Balances,4,Algeria,5611,Import Quantity,2612,"Lemons, Limes and products",2016,2016,1000 tonnes,0,S,Standardized data
FBS,New Food Balances,4,Algeria,5611,Import Quantity,2613,Grapefruit and products,2016,2016,1000 tonnes,0,S,Standardized data
FBS,New Food Balances,4,Algeria,5611,Import Quantity,2614,"Citrus, Other",2016,2016,1000 tonnes,1,S,Standardized data
FBS,New Food Balances,4,Algeria,5611,Import Quantity,2615,Bananas,2016,2016,1000 tonnes,197,S,Standardized data
FBS,New Food Balances,4,Algeria,5611,Import Quantity,2616,Plantains,2016,2016,1000 tonnes,4,S,Standardized data
FBS,New Food Balances,4,Algeria,5611,Import Quantity,2617,Apples and products,2016,2016,1000 tonnes,62,S,Standardized data
FBS,New Food Balances,4,Algeria,5611,Import Quantity,2618,Pineapples and products,2016,2016,1000 tonnes,6,S,Standardized data
FBS,New Food Balances,4,Algeria,5611,Import Quantity,2619,Dates,2016,2016,1000 tonnes,0,S,Standardized data
FBS,New Food Balances,4,Algeria,5611,Import Quantity,2620,Grapes and products (excl wine),2016,2016,1000 tonnes,36,S,Standardized data
FBS,New Food Balances,4,Algeria,5611,Import Quantity,2625,"Fruits, Other",2016,2016,1000 tonnes,29,S,Standardized data
FBS,New Food Balances,4,Algeria,5611,Import Quantity,2630,Coffee and products,2016,2016,1000 tonnes,140,S,Standardized data
